standardized_smiles,odor_2,odor_3,odor_4,odor_5,odor_6,odor_7,odor_8,odor_9,odor_10,odor_11,odor_12,odor_13,odor_14,odor_15,odor_16,odor_17,odor_18,odor_19,odor_20,odor_21,odor_22,odor_23,odor_24,odor_25,odor_26,odor_27,odor_28
CCOc1ccc(-c2ccccc2)cc1,Pine,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOc1ccc(C(OCC)OCC)cc1OC,Milky,Creamy,Powdery,Caramel,Vanilla,,,,,,,,,,,,,,,,,,,,,,
CCOc1ccc(C)cc1,Ylang,Cananga,Floral,,,,,,,,,,,,,,,,,,,,,,,,
CCOc1ccc(C=O)cc1,Spices,Cherry,Floral,Anisic,Almond,Sweet,,,,,,,,,,,,,,,,,,,,,
CCOc1ccc(C=O)cc1OC,Vanilla,Floral,Powdery,Sweet,,,,,,,,,,,,,,,,,,,,,,,
CCOc1ccc(O)cc1,Nutty,Animal,Mild,Plastic,Phenolic,Hawthorn,,,,,,,,,,,,,,,,,,,,,
CCOc1ccc2c(C)cc(=O)oc2c1,Walnut,Nutty,,,,,,,,,,,,,,,,,,,,,,,,,
CCOc1ccc2ccccc2c1,Citrus,Orange Blossom,Floral,Moth Balls,Powdery,Orange,Grape,,,,,,,,,,,,,,,,,,,,
CCOc1cnc(C)cn1,Nutty,Roasted,,,,,,,,,,,,,,,,,,,,,,,,,
CCOc1cncc(C)n1,Nutty,Roasted,,,,,,,,,,,,,,,,,,,,,,,,,
CCOc1nccnc1C,Earthy,Cocoa,Roasted,Nutty,Pineapple,Almond,Peanut,Musty,Hazelnut,,,,,,,,,,,,,,,,,,
CCOc1nccnc1C(C)C,Earthy,Nutty,Roasted,Vegetable,Musty,,,,,,,,,,,,,,,,,,,,,,
CCOc1nccnc1CC,Earthy,Woody,Roasted,Nutty,Raw potato,Raw,Musty,,,,,,,,,,,,,,,,,,,,
CCOc1nccs1,Earthy,Nutty,Roasted,Onion,Burnt,Meaty,Green,Moldy,Phenolic,Brothy,Vegetable,Sweet,Coffee,Musty,,,,,,,,,,,,,
CCS,Onion,Meaty,Tropical,Alliaceous,Garlic,Sulphurous,Fruity,Coffee,Rubbery,,,,,,,,,,,,,,,,,,
CCSC,Savory,Metallic,Meaty,Corn,Tomato,Cabbage,Bloody,Alliaceous,Garlic,Sulphurous,Vegetable,Coffee,,,,,,,,,,,,,,,
CCSC(=O)CNC(C)=O,Meaty,Pungent,,,,,,,,,,,,,,,,,,,,,,,,,
CCSC(C)=O,Onion,Meaty,Garlic,Sulphurous,Fruity,Coffee,,,,,,,,,,,,,,,,,,,,,
CCSC(C)CCO,Nutty,Roasted,Cooked,,,,,,,,,,,,,,,,,,,,,,,,
CCSC(C)SCC,Burnt,Alliaceous,Rubbery,,,,,,,,,,,,,,,,,,,,,,,,
CCSCC,Ether,Sulphurous,,,,,,,,,,,,,,,,,,,,,,,,,
CCSCCC(=O)O,Savory,Dairy,,,,,,,,,,,,,,,,,,,,,,,,,
CCSCCCO,Potato,Sulphurous,Vegetable,,,,,,,,,,,,,,,,,,,,,,,,
CCSSC,Green,Alliaceous,Truffle,Sulphurous,Vegetable,,,,,,,,,,,,,,,,,,,,,,
CCSSCC,Onion,Alliaceous,Ripe,Garlic,Gassy,Sulphurous,,,,,,,,,,,,,,,,,,,,,
CCSSSC,Onion,Green,Alliaceous,Garlic,Sulphurous,,,,,,,,,,,,,,,,,,,,,,
CCSSSCC,Sulphurous,Onion,Garlic,,,,,,,,,,,,,,,,,,,,,,,,
CCc1cc2c(cc1C(C)=O)C(C)(C)CCC2(C)C,Sweet,Ambrette,Musk,,,,,,,,,,,,,,,,,,,,,,,,
CCc1ccc(C(C)=O)cc1,Floral,Hawthorn,,,,,,,,,,,,,,,,,,,,,,,,,
CCc1ccc(C)nc1,Earthy,Nutty,Roasted,Raw potato,Raw,Musty,,,,,,,,,,,,,,,,,,,,,
CCc1ccc(C)o1,Fresh,Gassy,Burnt,,,,,,,,,,,,,,,,,,,,,,,,
CCc1ccc(C)s1,Ether,Burnt,Sulphurous,Fruity,Solvent,,,,,,,,,,,,,,,,,,,,,,
CCc1ccc(C=O)cc1,Cherry,Anisic,Almond,Fruity,Sweet,Bitter,,,,,,,,,,,,,,,,,,,,,
CCc1ccc(C=O)s1,Cherry,Almond,Fruity,Sweet,Bitter,,,,,,,,,,,,,,,,,,,,,,
CCc1ccc(CC(C)(C)C#N)cc1,Anisic,Herbal,Marine,Ozone,,,,,,,,,,,,,,,,,,,,,,,
CCc1ccc(CC(C)(C)C=O)cc1,Marine,Ozone,Green,Fresh,Clean,,,,,,,,,,,,,,,,,,,,,,
CCc1ccc(O)c(OC)c1,Sweet (Medicinal),Sweet,Woody,Smokey,Meaty,Spices,Medicinal,Bacon,Phenolic,Clove,,,,,,,,,,,,,,,,,
CCc1ccc(O)cc1,Savory,Smokey,Spices,Medicinal,Castoreum,Phenolic,Alcohol,,,,,,,,,,,,,,,,,,,,
CCc1ccc(OC)c(OC)c1,Earthy,Moldy,Musty,,,,,,,,,,,,,,,,,,,,,,,,
CCc1ccc(OC)cc1,Anisic,,,,,,,,,,,,,,,,,,,,,,,,,,
CCc1cccc(O)c1,Earthy,Moldy,Musty,,,,,,,,,,,,,,,,,,,,,,,,
CCc1ccccc1S,Smokey,Roasted,Meaty,Allium,Sulphurous,,,,,,,,,,,,,,,,,,,,,,
CCc1ccccn1,Green,Grassy,"Grassy(Green, Sharp)",,,,,,,,,,,,,,,,,,,,,,,,
CCc1cccnc1,Earthy,Smokey,Roasted,Meaty,Nutty,Green,Moldy,Leather,Strong,Caramel,Peanut,Tobacco,Oak Moss,Musty,Coffee,,,,,,,,,,,,
CCc1ccco1,Sweet Organic Chemical,Earthy,Ether,Sweet,Burnt,Bean,Malty,Bready,Coffee,Musty,Chemical,,,,,,,,,,,,,,,,
CCc1cnc(C)c(C)n1,Cocoa,Roasted,Burnt,Corn,,,,,,,,,,,,,,,,,,,,,,,
CCc1cnc(C)c(CC)n1,Vegetable,Baked,Nutty,Meaty,,,,,,,,,,,,,,,,,,,,,,,
CCc1cnc(C)cn1,Cocoa,Roasted,Grassy,Nutty,Bean,Green,Toffee,Fruity,Sweet,Coffee,"Grassy(Green, Sharp)",,,,,,,,,,,,,,,,
CCc1cnc(C)s1,Fishy,Chocolate,Pyrazine,,,,,,,,,,,,,,,,,,,,,,,,
CCc1cnc(CC)c(C)n1,Nutty,Roasted,Meaty,Toasty,Hazelnut,,,,,,,,,,,,,,,,,,,,,,
CCc1cnc(CC)s1,Earthy,Nutty,Meaty,Moldy,Musty,,,,,,,,,,,,,,,,,,,,,,
CCc1cncc(C)n1,Potato,Roasted,,,,,,,,,,,,,,,,,,,,,,,,,
CCc1cnccn1,Earthy,Woody,Roasted,Cocoa,Meaty,Nutty,Moldy,Fermented,Peanut,Buttery,Coffee,Musty,,,,,,,,,,,,,,,
CCc1nc(C)c(C)o1,Earthy,Green,Creamy,Vegetable,Musty,,,,,,,,,,,,,,,,,,,,,,
CCc1nc(C)c(C)s1,Cocoa,Nutty,Burnt,Hazelnut,,,,,,,,,,,,,,,,,,,,,,,
CCc1nc(C)c(CC)s1,Green,Nutty,,,,,,,,,,,,,,,,,,,,,,,,,
CCc1nc(C)cnc1C,Potato,Nutty,Cocoa,Roasted,,,,,,,,,,,,,,,,,,,,,,,
CCc1nc(C)cs1,Savory,Nutty,Meaty,Green,Sulphurous,Pistachio,Brown,Coffee,,,,,,,,,,,,,,,,,,,
CCc1nc(C)oc1C,Roasted,Burnt,,,,,,,,,,,,,,,,,,,,,,,,,
CCc1ncc(C)nc1C,Earthy,Nutty,Cheese,Chocolate,Almond,Peanut,Sweet,Coffee,Potato Bin,Woody,Moldy,Sweet Tobacco,Caramel,Musty,Hazelnut,Corn,Burnt,Beefy,Tobacco,Brown,Cocoa,Roasted,Potato,,,,
CCc1ncc(C)nc1CC,Earthy,Potato Bin,Roasted,Meaty,Nutty,Green,Moldy,Toasty,Vegetable,Potato,Musty,Hazelnut,,,,,,,,,,,,,,,
CCc1nccnc1C,Sweaty,Earthy,Potato Bin,Roasted,Nutty,Corn,Green,Moldy,Peanut,Raw,Bready,Potato,Cereal,Musty,Hazelnut,,,,,,,,,,,,
CCc1nccnc1C(C)=O,Earthy,Potato Bin,Nutty,Meaty,Corn,Green,Oily,Potato,Musty,,,,,,,,,,,,,,,,,,
CCc1nccnc1CC,Earthy,Nutty,Meaty,Green,Bell Pepper,Baked potato,Baked,Raw,Musty,Hazelnut,,,,,,,,,,,,,,,,,
CCc1nccnc1OC,Earthy,Nutty,Green,Bell Pepper,Raw potato,Raw,Musty,,,,,,,,,,,,,,,,,,,,
CCc1nccnc1SC,Roasted,Meaty,Cooked,,,,,,,,,,,,,,,,,,,,,,,,
CCc1nccs1,Green,Nutty,,,,,,,,,,,,,,,,,,,,,,,,,
CCc1occc(=O)c1O,Cotton candy,Strawberry,Sugar,Berry,Jammy,Sweet,Caramel,,,,,,,,,,,,,,,,,,,,
CCc1occc(=O)c1OC(=O)C(C)C,Caramel,Strawberry,Tropical,Sweet,,,,,,,,,,,,,,,,,,,,,,,
CCc1sc(C)nc1C,Earthy,Nutty,Roasted,Meaty,Musty,,,,,,,,,,,,,,,,,,,,,,
CCc1scnc1C,Earthy,Nutty,Fleshy,Green,Musty,,,,,,,,,,,,,,,,,,,,,,
CCn1cccc1C(C)=O,Nutty,Roasted,,,,,,,,,,,,,,,,,,,,,,,,,
CCn1cccc1C=O,Smokey,Roasted,Burnt,,,,,,,,,,,,,,,,,,,,,,,,
CI,Ether,Pungent,,,,,,,,,,,,,,,,,,,,,,,,,
CN,Fishy,Ammonia,,,,,,,,,,,,,,,,,,,,,,,,,
CN(C)C,Sweaty,Rancid,Meaty,Fishy,Fruity,Oily,Rotten,Rotten Fish,,,,,,,,,,,,,,,,,,,
CN1CCCC1,Ammonia,,,,,,,,,,,,,,,,,,,,,,,,,,
CN1CCN(c2ccc(CO)cc2)CC1,Almond,Nutty,,,,,,,,,,,,,,,,,,,,,,,,,
CN=C=S,Horseradish,Vegetable,Pungent,Radish,,,,,,,,,,,,,,,,,,,,,,,
CNC,Fishy,Ammonia,Pungent,,,,,,,,,,,,,,,,,,,,,,,,
CNC(=O)C(C)(C(C)C)C(C)C,Cool,Menthol,Minty,,,,,,,,,,,,,,,,,,,,,,,,
CNc1ccccc1C(=O)OC,Sweet,Earthy,Blossom,Moldy,Floral,Phenolic,Fresh,Neroli,Fruity,Grape,Powdery,Winey,Musty,Orange,Clean,,,,,,,,,,,,
CNc1ccccc1C(=O)OCC(C)C,Grapefruit,Citrus,Floral,Fruity,Sweet,Grape,,,,,,,,,,,,,,,,,,,,,
COC(=O)C(C)C,Ether,Apple,Floral,Fruity,Sweet,Tutty-Fruity,Pineapple,,,,,,,,,,,,,,,,,,,,
COC(=O)C(O)CC(C)C,Earthy,Moldy,Fruity,Sweet,Musty,,,,,,,,,,,,,,,,,,,,,,
COC(=O)C1(C)CC=CCC1,Chrysanthemum,Herbal,Tagette,Sweet,Natural,,,,,,,,,,,,,,,,,,,,,,
COC(=O)C1C(C)=CCCC1(C)C,Woody,Herbal,Floral,Camphor,Fruity,Natural,,,,,,,,,,,,,,,,,,,,,
COC(=O)C1C(C)C=CCC1(C)C,Rose,Fruity,Saffron,Floral,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)C1CCCCC1,Cool,Berry,Milky,Estery,Creamy,Fruity,Minty,Pineapple,,,,,,,,,,,,,,,,,,,
COC(=O)C1OC1(C)C1CC2C=CC1C2,Magnolia,Rose,Jasmine,Sugar,Floral,Fruity,Melon,Plant,,,,,,,,,,,,,,,,,,,
COC(=O)C=C(C)CCC=C(C)C,Citrus,Green,Herbal,Floral,Waxy,Fruity,Geranium,,,,,,,,,,,,,,,,,,,,
COC(=O)C=C1CCCC1,Dry,Floral,Ylang,Fruity,Sweet,Weed,,,,,,,,,,,,,,,,,,,,,
COC(=O)C=Cc1ccccc1,Cinnamyl,Honey,Balsamic,Cherry,Strawberry,Fruity,Sweet,,,,,,,,,,,,,,,,,,,,
COC(=O)C=Cc1ccco1,Cherry,Cinnamyl,Fruity,Clove,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)CC(C)=O,Citrus,Green,Fresh,Agreeable,Fruity,,,,,,,,,,,,,,,,,,,,,,
COC(=O)CC(C)C,Apple,Estery,Fruity,Sweet,Tutty-Fruity,Pineapple,,,,,,,,,,,,,,,,,,,,,
COC(=O)CC(C)CCC=C(C)C,Sweet,Dry,Floral,Dusty,Waxy,Fruity,Winey,Weed,Geranium,,,,,,,,,,,,,,,,,,
COC(=O)CC(C)O,Green,Apple,Fruity,Winey,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)CC(C)SC,Sweet,Cooked,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)CC(O)(CC(=O)OC)C(=O)OC,Ether,Fruity,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)CC1CCCCC1,Tropical,Honey,Fruity,Banana,Mango,Pineapple,,,,,,,,,,,,,,,,,,,,,
COC(=O)CCC(=O)OC,Green,Floral,Fruity,Winey,Sweet,,,,,,,,,,,,,,,,,,,,,,
COC(=O)CCC(C)=O,Caramel,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)CCC(C)C,Cheese,Fruity,Banana,Sweet,Pineapple,,,,,,,,,,,,,,,,,,,,,,
COC(=O)CCCC(=O)OC,Estery,Floral,Agreeable,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)CCCC(C)OC(C)=O,Fruity,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)CCCCC(=O)OC,Nutty,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)CCCSC,Cheese,Cabbage,Fruity,Sulphurous,Pineapple,,,,,,,,,,,,,,,,,,,,,,
COC(=O)CCCc1ccccc1,Honey,Floral,Fruity,Sweet,Dried Fruit,,,,,,,,,,,,,,,,,,,,,,
COC(=O)CCSC,Onion,Tomato,Root,Pungent,Garlic,Radish,Horseradish,Sulphurous,Vegetable,Fruity,Sweet,,,,,,,,,,,,,,,,
COC(=O)CCSCc1ccco1,Earthy,Fruity,Musty,Sweet,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)CCc1ccccc1,Honey,Balsamic,Floral,Fruity,Winey,,,,,,,,,,,,,,,,,,,,,,
COC(=O)COc1ccc(C)cc1,Fruity,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)CSC,Nutty,Roasted,Tropical,Cooked,Baked potato,Baked,Sulphurous,Fruity,Potato,,,,,,,,,,,,,,,,,,
COC(=O)Cc1ccc(C(C)(C)C)cc1,Rose,Jasmine,Honey,Green,Hyacinth,Floral,Leafy,Waxy,Creamy,Fruity,,,,,,,,,,,,,,,,,
COC(=O)Cc1ccccc1,Spices,Jasmine,Honey,Floral,Almond,Waxy,Fruity,Sweet,,,,,,,,,,,,,,,,,,,
COC(=O)OC1CCC=CCCC1,Green,Unripe fruit,Floral,Tagette,Unripe,Fruity,Banana,Violet,,,,,,,,,,,,,,,,,,,
COC(=O)OC1CCCCCCC1,Jasmine,Herbal,Floral,Fresh,Waxy,Oily,Natural,,,,,,,,,,,,,,,,,,,,
COC(=O)c1c(C)cc(O)c(C)c1O,Earthy,Woody,Phenolic,Oak Moss,Musty,,,,,,,,,,,,,,,,,,,,,,
COC(=O)c1cc(C)ccc1O,Cherry,Leather,Fruity,Minty,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)c1ccc(C)cc1,Ylang,Floral,Anisic,Sweet,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)c1ccc(O)c(C)c1O,Sea,Oak Moss,Phenolic,Sweet,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)c1ccc(O)c(OC)c1,Spices,Butterscotch,Carnation,Phenolic,Buttery,Warm,Caramel,Vanilla,,,,,,,,,,,,,,,,,,,
COC(=O)c1ccc(OC)cc1,Woody,Spices,Chocolate,Herbal,Anisic,Creamy,Melon,Sweet,Vanilla,,,,,,,,,,,,,,,,,,
COC(=O)c1ccccc1,Sweet Organic Chemical,Cherry,Prune,Cananga,Herbal,Floral,Phenolic,Almond,Lettuce,Fruity,Sweet,Chemical,,,,,,,,,,,,,,,
COC(=O)c1ccccc1C,Orange Blossom,Floral,Ylang,Orange,Grape,,,,,,,,,,,,,,,,,,,,,,
COC(=O)c1ccccc1C(=O)OC,Ether,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)c1ccccc1N,Earthy,Strawberry,Chocolate,Herbal,Floral,Sweet,Coffee,Sweet (Medicinal),Moldy,Neroli,Musty,Orange,Grapefruit,Citrus,Medicinal,Orange Blossom,Fruity,Grape,Jasmine,Limonene,Lemon,Powdery,,,,,
COC(=O)c1ccccc1N(C)C,Fruity,Petitgrain,Orange,Leafy,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)c1ccccc1N=CC=C(C)CCC=C(C)C,Citrus,Orange Blossom,Floral,Fresh,Fruity,Lemon,Sweet,Orange,,,,,,,,,,,,,,,,,,,
COC(=O)c1ccccc1N=CC=Cc1ccccc1,Cinnamyl,Spices,Cypress,Sweet,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)c1ccccc1N=CCC(C)CCC=C(C)C,Woody,Grassy,Citrus,Fresh,Weed,"Grassy(Green, Sharp)",Sharp,,,,,,,,,,,,,,,,,,,,
COC(=O)c1ccccc1N=CCC(C)CCCC(C)(C)O,Blossom,Lily,Orange Blossom,Floral,Sweet,Orange,,,,,,,,,,,,,,,,,,,,,
COC(=O)c1ccccc1N=CCc1ccccc1,Green,Hyacinth,Floral,Pea,Mandarin,Vegetable,Foliage,Sweet,,,,,,,,,,,,,,,,,,,
COC(=O)c1ccccc1N=Cc1ccc(OC)cc1,Floral,Sweet,Powdery,Hawthorn,Mimosa,,,,,,,,,,,,,,,,,,,,,,
COC(=O)c1ccccc1N=Cc1ccccc1,Cherry,Floral,Benzaldehyde,Almond,Fruity,Sweet,Bitter,,,,,,,,,,,,,,,,,,,,
COC(=O)c1ccccc1NC(C)=O,Strawberry,Fruity,Powdery,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)c1ccccc1NC=O,Fruity,Grape,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)c1ccccc1O,Spices,Herbal,Beer,Root beer,Phenolic,Camphor,Sweet,Aromatic,Vanilla,Minty,Peppermint,,,,,,,,,,,,,,,,
COC(=O)c1ccccc1OC,Hyacinth,Cananga,Herbal,Floral,Fruity,,,,,,,,,,,,,,,,,,,,,,
COC(=O)c1cccnc1,Warm,Tobacco,Herbal,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)c1ccco1,Mushroom,Fungal,Berry,Fruity,Winey,Sweet,Tobacco,Sweet Tobacco,,,,,,,,,,,,,,,,,,,
COC(=O)n1ccc2ccccc21,Citrus,Lily,Orange Blossom,Floral,Orange,Grape,,,,,,,,,,,,,,,,,,,,,
COC(C)(C)C,Minty,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(C)(C)C1CC=C(C)CC1,Earthy,Grapefruit,Spices,Citrus,Celery,Orange Blossom,Floral,Bergamot,Vegetable,Musty,Orange,,,,,,,,,,,,,,,,
COC(C)(C)CCCC(C)C(C)O,Woody,Sandalwood,Floral,Sweet,,,,,,,,,,,,,,,,,,,,,,,
COC(C)(C)CCCC(C)C=O,Citrus,Green,Water,Floral,Fruity,Melon,,,,,,,,,,,,,,,,,,,,,
COC(C)(C)CCCC(C)CC=O,Lily,Floral,Fresh,Melon,Sweet,,,,,,,,,,,,,,,,,,,,,,
COC(C)=O,Sweet,Ether,Cognac,Estery,Fruity,Sweet Solvent,Rummy,Winey,Solvent,,,,,,,,,,,,,,,,,,
COC(C)OC,Ether,Green,New mown hay,Sweet,Alcohol,"Grassy(Green, Sharp)",Sharp,,,,,,,,,,,,,,,,,,,,
COC(C)OCCC(C)CCC=C(C)C,Citrus,Natural,Lemon,,,,,,,,,,,,,,,,,,,,,,,,
COC(C=C(C)CCC=C(C)C)OC,Citrus,Terpenic,Green,Floral,Aldehydic,Limonene,Lemon,Natural,,,,,,,,,,,,,,,,,,,
COC(C=Cc1ccccc1)OC,Cinnamyl,Spices,Green,Herbal,Fresh,,,,,,,,,,,,,,,,,,,,,,
COC(CC(C)=O)OC,Earthy,Ether,Nutty,Moldy,Bitter,Alcohol,Musty,,,,,,,,,,,,,,,,,,,,
COC(CC(C)CCCC(C)(C)O)OC,Rose,Muguet,Tropical,Lily,Green,Floral,Waxy,,,,,,,,,,,,,,,,,,,,
COC(CC(C)CCCC(C)C)OC,Rose,Ether,,,,,,,,,,,,,,,,,,,,,,,,,
COC(Cc1ccccc1)OC,Mushroom,Earthy,Rose,Spices,Green,Hyacinth,Floral,Foliage,Strong,Musty,,,,,,,,,,,,,,,,,
COC(OC)C(C)(C)CC=C(C)C,Woody,Grapefruit,Citrus,Green,Fresh,Fruity,Violet,,,,,,,,,,,,,,,,,,,,
COC(OC)C(C)c1ccccc1,Mushroom,Earthy,Spices,Citrus,Honey,Walnut,Green,Hyacinth,Floral,Leafy,Sweet,Musty,,,,,,,,,,,,,,,
COC(OC)c1ccccc1,Nutty,Green,Floral,Almond,Fruity,Winey,Bitter,"Grassy(Green, Sharp)",Sharp,,,,,,,,,,,,,,,,,,
COC1(C)CCC(C(C)(C)OC)CC1,Earthy,Green,Moldy,Fruity,Musty,Minty,,,,,,,,,,,,,,,,,,,,,
COC1(C)CCC23CC1C(C)(C)C2CCC3C,Earthy,Woody,Dry,Vetiver,Amber,Dusty,Cedar,Musty,,,,,,,,,,,,,,,,,,,
COC1(C)CCCCCCCCCCC1,Woody,Celery,Amber,Musk,Old wood,,,,,,,,,,,,,,,,,,,,,,
COC1(OC)CCCCCCCCCCC1,Woody,Cedar,Amber,Patchouli,,,,,,,,,,,,,,,,,,,,,,,
COC1=C(C)C(C)C2C3CCC(C3)C12,Rose,Juniper,Woody,Herbal,,,,,,,,,,,,,,,,,,,,,,,
COC1=C(C)CC(C)C1=O,Caramel,Maple,,,,,,,,,,,,,,,,,,,,,,,,,
COC1=C(C)OC(C)C1=O,Mushroom,Earthy,Nutty,Maple,Vegetable,Sweet,Coffee,Bean,Sugar,Moldy,Wasabi,Caramel,Musty,Burnt,Brandy,Fruity,Grape,Cocoa,Meaty,Potato,Mildew,,,,,,
COC1=CCCCC1,Spices,Herbal,,,,,,,,,,,,,,,,,,,,,,,,,
COC1C(O)COC(OCC2OC(OC3C(O)C(C)OC(CO)C3O)C(O)C(OC)C2O)C1O,Balsamic,Pine,Resin,,,,,,,,,,,,,,,,,,,,,,,,
COC1CC(C)CCC1C(C)C,Minty,,,,,,,,,,,,,,,,,,,,,,,,,,
COC1CC2CC1C1C=CCC21,Green,Herbal,Fruity,Melon,Sweet,,,,,,,,,,,,,,,,,,,,,,
COC1CC2CC1C1CC(C=O)CC21,Magnolia,Woody,Marine,Ozone,Water,Aldehydic,Floral,Fresh,Sea,,,,,,,,,,,,,,,,,,
COC1CC2CCC1(C)C2(C)C,Borneol,Earthy,Woody,Balsamic,Moldy,Pine,Camphor,Musty,,,,,,,,,,,,,,,,,,,
COC1CCCCCCCCCCC1,Woody,Dry,Amber,Patchouli,Cedar,Musk,Tobacco,,,,,,,,,,,,,,,,,,,,
COC1CCc2ccccc21,Earthy,Animal,Hawthorn,Floral,Anisic,Musty,Minty,,,,,,,,,,,,,,,,,,,,
COC=O,Agreeable,Estery,Fruity,Plum,,,,,,,,,,,,,,,,,,,,,,,
COCC(C)Cc1ccccc1,Rose,Fruity,Floral,Green,,,,,,,,,,,,,,,,,,,,,,,
COCC=C(C)CCC=C(C)C,Rose,Floral,Sweet,,,,,,,,,,,,,,,,,,,,,,,,
COCCC(C)(C)S,Grapefruit,Tropical,Skunk,Sulphurous,Sweet,Catty,Mango,Minty,,,,,,,,,,,,,,,,,,,
COCCOC(C)OCc1ccccc1,Green,Fruity,Mild,Sweet,,,,,,,,,,,,,,,,,,,,,,,
COCCOCCO,Earthy,Moldy,Musty,Mild,,,,,,,,,,,,,,,,,,,,,,,
COCCOc1ccc(C)cc1,Earthy,Privet,Animal,Cortex,Green,Phenolic,Fresh,Melon,Nasturtium,Musty,,,,,,,,,,,,,,,,,
COCCc1ccccc1,Rose,Metallic,Chrysanthemum,Jasmine,Green,Floral,,,,,,,,,,,,,,,,,,,,,
COCOC1CCCCCCCCCCC1,Woody,Dry,Amber,Dusty,Cedar,,,,,,,,,,,,,,,,,,,,,,
COCc1ccccc1,Ether,Metallic,Green,Hyacinth,Floral,Ylang,Fruity,,,,,,,,,,,,,,,,,,,,
COCc1ccco1,Coffee,Roasted,,,,,,,,,,,,,,,,,,,,,,,,,
COCc1cnccn1,Nutty,Roasted,Green,Fresh,Peanut,,,,,,,,,,,,,,,,,,,,,,
COc1c(C(C)(C)C)cc([N+](=O)[O-])c(C)c1[N+](=O)[O-],Earthy,Moldy,Seedy,Musk,Ambrette,Sweet,Musty,,,,,,,,,,,,,,,,,,,,
COc1c(Cl)cc(Cl)cc1Cl,Moldy,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(C(=O)O)ccc1O,Sweet,Nutty,Bean,Dairy,Chocolate,Vanilla,Phenolic,Milky,Pleasant,Creamy,Winey,Brown,Powdery,Grape,,,,,,,,,,,,,
COc1cc(C(C)=O)ccc1O,Earthy,Burnt,Moldy,Floral,Almond,Sweet,Powerful,Coffee,Musty,Vanilla,Hawthorn,,,,,,,,,,,,,,,,
COc1cc(C(C)C)ccc1C,Spices,Herbal,Citrus,Leafy,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(C(O)C(=O)O)ccc1O,Vanilla,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(C)cc(O)c1,Woody,Marine,Hay,Fruity,Oak Moss,,,,,,,,,,,,,,,,,,,,,,
COc1cc(C)cc(OC)c1O,Eugenol,Woody,Smokey,Spices,Medicinal,Root,Phenolic,Clove,Caramel,,,,,,,,,,,,,,,,,,
COc1cc(C)ccc1C(C)C,Earthy,Woody,Smokey,Burnt,Spices,Nutty,Green,Chocolate,Herbal,Moldy,Vegetable,Coffee,Musty,,,,,,,,,,,,,,
COc1cc(C)ccc1O,Smokey,Cheese,Green,Chocolate,Floral,Winey,Sweet,Coffee,Sweet (Medicinal),Woody,Spices,Coal,Medicinal,Leather,Candy,Vanilla,Meaty,Jasmine,Tarry,Carnation,Coal tar,Phenolic,Clove,,,,
COc1cc(C2OC(C)C(C)O2)ccc1O,Balsamic,Dairy,Chocolate,Vanilla,Malty,Creamy,Caramel,Powdery,,,,,,,,,,,,,,,,,,,
COc1cc(C2OC(C)CC(C)(C)O2)ccc1O,Smokey,Creamy,Vanilla,Sweet,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(C2OCC(C)O2)ccc1O,Cocoa,Dairy,Chocolate,Vanilla,Creamy,Sweet,Powdery,,,,,,,,,,,,,,,,,,,,
COc1cc(C=CC(C)=O)ccc1O,Balsamic,Creamy,Powdery,Sweet,Vanilla,,,,,,,,,,,,,,,,,,,,,,
COc1cc(C=CC=O)ccc1O,Sweet,Roasted,Toasted grain,Dairy,Barley,Cookie,Graham cracker,Baked,Bready,Vanilla,,,,,,,,,,,,,,,,,
COc1cc(C=O)cc(-c2cc(C=O)cc(OC)c2O)c1O,Fruity,Creamy,Vanilla,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(C=O)cc(OC)c1O,Sweet,Woody,Smokey,Chocolate,Plastic,Tonka,Winey,Grape,,,,,,,,,,,,,,,,,,,
COc1cc(C=O)ccc1O,Chocolate,Phenolic,Creamy,Sweet,Caramel,Vanilla,,,,,,,,,,,,,,,,,,,,,
